    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited  91  7 22 Ground  92  1 11  15118.220622039      -               1.18327888103281E-6 0.0000 : pP30A2g(92) : Excited v=1 91 29      A2u - Ground v=0 92 30 A2g
SymmetricTop Excited  92  8 21 Ground  93  2 11  15118.226412944      -               1.17414970353846E-6 0.0000 : pP33B1g(93) : Excited v=1 92 32      B1u - Ground v=0 93 33 B1g
SymmetricTop Excited  92  9 21 Ground  93  3 11  15118.226412944      -               1.17414970353846E-6 0.0000 : pP33B2g(93) : Excited v=1 92 32      B2u - Ground v=0 93 33 B2g
SymmetricTop Excited  89 10 45 Ground  90  4 23  15118.199510568      -               1.17127561871644E-6 0.0000 : pP23(90) : Excited v=1 89 22      E1u - Ground v=0 90 23 E1g
SymmetricTop Excited  93  7 20 Ground  94  1 10  15118.232482267      -               1.16836292015663E-6 0.0000 : pP36A2g(94) : Excited v=1 93 35      A2u - Ground v=0 94 36 A2g
SymmetricTop Excited  93  6 20 Ground  94  0 10  15118.232482267      -               1.16836292015663E-6 0.0000 : pP36A1g(94) : Excited v=1 93 35      A1u - Ground v=0 94 36 A1g
SymmetricTop Excited  90 11 44 Ground  91  5 22  15118.204625315      -               1.15457931700332E-6 0.0000 : pP26(91) : Excited v=1 90 25      E2u - Ground v=0 91 26 E2g
SymmetricTop Excited  91 10 43 Ground  92  4 22  15118.21001848       -               1.14095060184385E-6 0.0000 : pP29(92) : Excited v=1 91 28      E1u - Ground v=0 92 29 E1g
SymmetricTop Excited  92 11 41 Ground  93  5 21  15118.215690063      -               1.13045716351509E-6 0.0000 : pP32(93) : Excited v=1 92 31      E2u - Ground v=0 93 32 E2g
SymmetricTop Excited  93 10 40 Ground  94  4 20  15118.221640064      -               1.12316888728054E-6 0.0000 : pP35(94) : Excited v=1 93 34      E1u - Ground v=0 94 35 E1g
SymmetricTop Excited  64  8  7 Ground  65  2  4  15118.214636052      -               1.11957637444772E-6 0.0000 : rP45B1g(65) : Excited v=1 64 46      B1u - Ground v=0 65 45 B1g
SymmetricTop Excited  64  9  7 Ground  65  3  4  15118.214636052      -               1.11957637444772E-6 0.0000 : rP45B2g(65) : Excited v=1 64 46      B2u - Ground v=0 65 45 B2g
SymmetricTop Excited  94 11 39 Ground  95  5 20  15118.227868483      -               1.11916379589205E-6 0.0000 : pP38(95) : Excited v=1 94 37      E2u - Ground v=0 95 38 E2g
SymmetricTop Excited  90 10 45 Ground  91  4 23  15118.194180852      -               1.11549035397144E-6 0.0000 : pP25(91) : Excited v=1 90 24      E1u - Ground v=0 91 25 E1g
SymmetricTop Excited  91 11 43 Ground  92  5 22  15118.199454695      -               1.10072716452413E-6 0.0000 : pP28(92) : Excited v=1 91 27      E2u - Ground v=0 92 28 E2g
SymmetricTop Excited  92 10 42 Ground  93  4 21  15118.205006956      -               1.08898436544508E-6 0.0000 : pP31(93) : Excited v=1 92 30      E1u - Ground v=0 93 31 E1g
SymmetricTop Excited  93 11 41 Ground  94  5 21  15118.210837635      -               1.08032069488415E-6 0.0000 : pP34(94) : Excited v=1 93 33      E2u - Ground v=0 94 34 E2g
SymmetricTop Excited  94 10 39 Ground  95  4 20  15118.216946732      -               1.07480112418138E-6 0.0000 : pP37(95) : Excited v=1 94 36      E1u - Ground v=0 95 37 E1g
SymmetricTop Excited  96 10 37 Ground  97  4 19  15118.23000018       -               1.07351610735381E-6 0.0000 : pP43(97) : Excited v=1 96 42      E1u - Ground v=0 97 43 E1g
SymmetricTop Excited  95 11 38 Ground  96  5 19  15118.223334247      -               1.07250206208357E-6 0.0000 : pP40(96) : Excited v=1 95 39      E2u - Ground v=0 96 40 E2g
SymmetricTop Excited  92  7 22 Ground  93  1 11  15118.194363623      -               1.04960324481598E-6 0.0000 : pP30A2g(93) : Excited v=1 92 29      A2u - Ground v=0 93 30 A2g
SymmetricTop Excited  92  6 22 Ground  93  0 11  15118.194363623      -               1.04960324481598E-6 0.0000 : pP30A1g(93) : Excited v=1 92 29      A1u - Ground v=0 93 30 A1g
SymmetricTop Excited  93  9 21 Ground  94  3 11  15118.20007498       -               1.0396803358695E-6  0.0000 : pP33B2g(94) : Excited v=1 93 32      B2u - Ground v=0 94 33 B2g
SymmetricTop Excited  93  8 21 Ground  94  2 11  15118.20007498       -               1.0396803358695E-6  0.0000 : pP33B1g(94) : Excited v=1 93 32      B1u - Ground v=0 94 33 B1g
SymmetricTop Excited  64 11 12 Ground  65  5  7  15118.207015543      -               1.03902246669027E-6 0.0000 : rP46(65) : Excited v=1 64 47      E2u - Ground v=0 65 46 E2g
SymmetricTop Excited  98  7 18 Ground  99  1  9  15118.232808035      -               1.03680764842105E-6 0.0000 : pP48A2g(99) : Excited v=1 98 47      A2u - Ground v=0 99 48 A2g
SymmetricTop Excited  98  6 18 Ground  99  0  9  15118.232808035      -               1.03680764842105E-6 0.0000 : pP48A1g(99) : Excited v=1 98 47      A1u - Ground v=0 99 48 A1g
SymmetricTop Excited  94  6 20 Ground  95  0 10  15118.206064755      -               1.03277395313356E-6 0.0000 : pP36A1g(95) : Excited v=1 94 35      A1u - Ground v=0 95 36 A1g
SymmetricTop Excited  94  7 20 Ground  95  1 10  15118.206064755      -               1.03277395313356E-6 0.0000 : pP36A2g(95) : Excited v=1 94 35      A2u - Ground v=0 95 36 A2g
SymmetricTop Excited  97  9 18 Ground  98  3  9  15118.225704588      -               1.03085695922627E-6 0.0000 : pP45B2g(98) : Excited v=1 97 44      B2u - Ground v=0 98 45 B2g
SymmetricTop Excited  97  8 18 Ground  98  2  9  15118.225704588      -               1.03085695922627E-6 0.0000 : pP45B1g(98) : Excited v=1 97 44      B1u - Ground v=0 98 45 B1g
SymmetricTop Excited  63 11 12 Ground  64  5  7  15118.231046615      -               1.03070801160925E-6 0.0000 : rP46(64) : Excited v=1 63 47      E2u - Ground v=0 64 46 E2g
SymmetricTop Excited  95  8 20 Ground  96  2 10  15118.212332948      -               1.02894687730596E-6 0.0000 : pP39B1g(96) : Excited v=1 95 38      B1u - Ground v=0 96 39 B1g
SymmetricTop Excited  95  9 20 Ground  96  3 10  15118.212332948      -               1.02894687730596E-6 0.0000 : pP39B2g(96) : Excited v=1 95 38      B2u - Ground v=0 96 39 B2g
SymmetricTop Excited  96  6 19 Ground  97  0 10  15118.218879559      -               1.02827606714255E-6 0.0000 : pP42A1g(97) : Excited v=1 96 41      A1u - Ground v=0 97 42 A1g
SymmetricTop Excited  96  7 19 Ground  97  1 10  15118.218879559      -               1.02827606714255E-6 0.0000 : pP42A2g(97) : Excited v=1 96 41      A2u - Ground v=0 97 42 A2g
SymmetricTop Excited  99 11 35 Ground 100  5 18  15118.228751087      -               9.97840191367977E-7 0.0000 : pP50(100) : Excited v=1 99 49      E2u - Ground v=0 100 50 E2g
SymmetricTop Excited  94 10 41 Ground  95  4 21  15118.195222552      -               9.92943124162036E-7 0.0000 : pP35(95) : Excited v=1 94 34      E1u - Ground v=0 95 35 E1g
SymmetricTop Excited  98 10 36 Ground  99  4 18  15118.221488544      -               9.90453928880259E-7 0.0000 : pP47(99) : Excited v=1 98 46      E1u - Ground v=0 99 47 E1g
SymmetricTop Excited  95 11 40 Ground  96  5 20  15118.201371423      -               9.87717371800695E-7 0.0000 : pP38(96) : Excited v=1 95 37      E2u - Ground v=0 96 38 E2g
SymmetricTop Excited  97 11 37 Ground  98  5 19  15118.214504419      -               9.86383314668628E-7 0.0000 : pP44(98) : Excited v=1 97 43      E2u - Ground v=0 98 44 E2g
SymmetricTop Excited  96 10 39 Ground  97  4 20  15118.207798712      -               9.85504349297201E-7 0.0000 : pP41(97) : Excited v=1 96 40      E1u - Ground v=0 97 41 E1g
SymmetricTop Excited 101 10 31 Ground 102  4 16  15118.232473744      -               9.73130004851777E-7 0.0000 : pP55(102) : Excited v=1 101 54      E1u - Ground v=0 102 55 E1g
SymmetricTop Excited 100 11 33 Ground 101  5 17  15118.224773687      -               9.60955454057477E-7 0.0000 : pP52(101) : Excited v=1 100 51      E2u - Ground v=0 101 52 E2g
SymmetricTop Excited  64 10 12 Ground  65  4  7  15118.199434808      -               9.5927229340853E-7  0.0000 : rP47(65) : Excited v=1 64 48      E1u - Ground v=0 65 47 E1g
SymmetricTop Excited  99 10 34 Ground 100  4 17  15118.217352048      -               9.52206169869486E-7 0.0000 : pP49(100) : Excited v=1 99 48      E1u - Ground v=0 100 49 E1g
SymmetricTop Excited  98 11 35 Ground  99  5 18  15118.210208827      -               9.46721572335193E-7 0.0000 : pP46(99) : Excited v=1 98 45      E2u - Ground v=0 99 46 E2g
SymmetricTop Excited  63 10 11 Ground  64  4  6  15118.22346588       -               9.45376432564884E-7 0.0000 : rP47(64) : Excited v=1 63 48      E1u - Ground v=0 64 47 E1g
SymmetricTop Excited  96 11 38 Ground  97  5 19  15118.196757639      -               9.4504906405275E-7  0.0000 : pP40(97) : Excited v=1 96 39      E2u - Ground v=0 97 40 E2g
SymmetricTop Excited  97 10 37 Ground  98  4 19  15118.203344024      -               9.44370869200121E-7 0.0000 : pP43(98) : Excited v=1 97 42      E1u - Ground v=0 98 43 E1g
SymmetricTop Excited 102  9 16 Ground 103  3  8  15118.228734988      -               9.39486283799852E-7 0.0000 : pP57B2g(103) : Excited v=1 102 56      B2u - Ground v=0 103 57 B2g
SymmetricTop Excited 102  8 16 Ground 103  2  8  15118.228734988      -               9.39486283799852E-7 0.0000 : pP57B1g(103) : Excited v=1 102 56      B1u - Ground v=0 103 57 B1g
SymmetricTop Excited 101  6 17 Ground 102  0  9  15118.220875835      -               9.26057085074235E-7 0.0000 : pP54A1g(102) : Excited v=1 101 53      A1u - Ground v=0 102 54 A1g
SymmetricTop Excited 101  7 17 Ground 102  1  9  15118.220875835      -               9.26057085074235E-7 0.0000 : pP54A2g(102) : Excited v=1 101 53      A2u - Ground v=0 102 54 A2g
SymmetricTop Excited 104 11 29 Ground 105  5 15  15118.233372447      -               9.25862997251785E-7 0.0000 : pP62(105) : Excited v=1 104 61      E2u - Ground v=0 105 62 E2g
SymmetricTop Excited 100  8 18 Ground 101  2  9  15118.2132951        -               9.16014688302556E-7 0.0000 : pP51B1g(101) : Excited v=1 100 50      B1u - Ground v=0 101 51 B1g
SymmetricTop Excited 100  9 18 Ground 101  3  9  15118.2132951        -               9.16014688302556E-7 0.0000 : pP51B2g(101) : Excited v=1 100 50      B2u - Ground v=0 101 51 B2g
SymmetricTop Excited  99  6 18 Ground 100  0  9  15118.205992783      -               9.0918976534981E-7  0.0000 : pP48A1g(100) : Excited v=1 99 47      A1u - Ground v=0 100 48 A1g
SymmetricTop Excited  99  7 18 Ground 100  1  9  15118.205992783      -               9.0918976534981E-7  0.0000 : pP48A2g(100) : Excited v=1 99 47      A2u - Ground v=0 100 48 A2g
SymmetricTop Excited 103 10 31 Ground 104  4 16  15118.22507578       -               9.07673164225093E-7 0.0000 : pP59(104) : Excited v=1 103 58      E1u - Ground v=0 104 59 E1g
SymmetricTop Excited  98  8 19 Ground  99  2 10  15118.198968884      -               9.05444020102256E-7 0.0000 : pP45B1g(99) : Excited v=1 98 44      B1u - Ground v=0 99 45 B1g
SymmetricTop Excited  98  9 19 Ground  99  3 10  15118.198968884      -               9.05444020102256E-7 0.0000 : pP45B2g(99) : Excited v=1 98 44      B2u - Ground v=0 99 45 B2g
SymmetricTop Excited 105 11 29 Ground 106  5 15  15118.229951883      -               8.96909271979511E-7 0.0000 : pP64(106) : Excited v=1 105 63      E2u - Ground v=0 106 64 E2g
SymmetricTop Excited 102 11 32 Ground 103  5 16  15118.217057531      -               8.93051533691997E-7 0.0000 : pP56(103) : Excited v=1 102 55      E2u - Ground v=0 103 56 E2g
SymmetricTop Excited 101 10 33 Ground 102  4 17  15118.2093177        -               8.81782893536315E-7 0.0000 : pP53(102) : Excited v=1 101 52      E1u - Ground v=0 102 53 E1g
SymmetricTop Excited 104 10 30 Ground 105  4 15  15118.22149612       -               8.77603770303052E-7 0.0000 : pP61(105) : Excited v=1 104 60      E1u - Ground v=0 105 61 E1g
SymmetricTop Excited 100 11 35 Ground 101  5 18  15118.201856287      -               8.73688687322135E-7 0.0000 : pP50(101) : Excited v=1 100 49      E2u - Ground v=0 101 50 E2g
SymmetricTop Excited 106  7 14 Ground 107  1  7  15118.226610867      -               8.69566274921443E-7 0.0000 : pP66A2g(107) : Excited v=1 106 65      A2u - Ground v=0 107 66 A2g
SymmetricTop Excited 106  6 14 Ground 107  0  7  15118.226610867      -               8.69566274921443E-7 0.0000 : pP66A1g(107) : Excited v=1 106 65      A1u - Ground v=0 107 66 A1g
SymmetricTop Excited 108 10 27 Ground 109  4 14  15118.232401772      -               8.68974589654808E-7 0.0000 : pP71(109) : Excited v=1 108 70      E1u - Ground v=0 109 71 E1g
SymmetricTop Excited  99 10 36 Ground 100  4 18  15118.194673292      -               8.68622546452341E-7 0.0000 : pP47(100) : Excited v=1 99 46      E1u - Ground v=0 100 47 E1g
SymmetricTop Excited 103 11 31 Ground 104  5 16  15118.213318775      -               8.61848365840769E-7 0.0000 : pP58(104) : Excited v=1 103 57      E2u - Ground v=0 104 58 E2g
SymmetricTop Excited  63  6  5 Ground  64  0  3  15118.215924919      -               8.61314363903215E-7 0.0000 : rP48A1g(64) : Excited v=1 63 49      A1u - Ground v=0 64 48 A1g
SymmetricTop Excited  63  7  5 Ground  64  1  3  15118.215924919      -               8.61314363903215E-7 0.0000 : rP48A2g(64) : Excited v=1 63 49      A2u - Ground v=0 64 48 A2g
SymmetricTop Excited 102 10 33 Ground 103  4 17  15118.205419848      -               8.49417021739557E-7 0.0000 : pP55(103) : Excited v=1 102 54      E1u - Ground v=0 103 55 E1g
SymmetricTop Excited 105  9 15 Ground 106  3  8  15118.217996008      -               8.49194703231592E-7 0.0000 : pP63B2g(106) : Excited v=1 105 62      B2u - Ground v=0 106 63 B2g
SymmetricTop Excited 105  8 15 Ground 106  2  8  15118.217996008      -               8.49194703231592E-7 0.0000 : pP63B1g(106) : Excited v=1 105 62      B1u - Ground v=0 106 63 B1g
SymmetricTop Excited 109 10 25 Ground 110  4 13  15118.229378948      -               8.45618552029072E-7 0.0000 : pP73(110) : Excited v=1 109 72      E1u - Ground v=0 110 73 E1g
SymmetricTop Excited 107 11 28 Ground 108  5 14  15118.223349399      -               8.43758024356191E-7 0.0000 : pP68(108) : Excited v=1 107 67      E2u - Ground v=0 108 68 E2g
SymmetricTop Excited 101 11 34 Ground 102  5 17  15118.197799339      -               8.40121556963611E-7 0.0000 : pP52(102) : Excited v=1 101 51      E2u - Ground v=0 102 52 E2g
SymmetricTop Excited 112 11 23 Ground 113  5 12  15118.233380023      -               8.3529271399885E-7  0.0000 : pP80(113) : Excited v=1 112 79      E2u - Ground v=0 113 80 E2g
SymmetricTop Excited 143  6  1 Ground 144  0  1  15118.219228055      -               8.35278883567472E-7 0.0000 : pP144A1g(144) : Excited v=1 143 143      A1u - Ground v=0 144 144 A1g
SymmetricTop Excited 143  7  1 Ground 144  1  1  15118.219228055      -               8.35278883567472E-7 0.0000 : pP144A2g(144) : Excited v=1 143 143      A2u - Ground v=0 144 144 A2g
SymmetricTop Excited 104  6 16 Ground 105  0  8  15118.209659567      -               8.32360492754331E-7 0.0000 : pP60A1g(105) : Excited v=1 104 59      A1u - Ground v=0 105 60 A1g
SymmetricTop Excited 104  7 16 Ground 105  1  8  15118.209659567      -               8.32360492754331E-7 0.0000 : pP60A2g(105) : Excited v=1 104 59      A2u - Ground v=0 105 60 A2g
SymmetricTop Excited 142 11  1 Ground 143  5  1  15118.219307603      -               8.24769608632699E-7 0.0000 : pP142(143) : Excited v=1 142 141      E2u - Ground v=0 143 142 E2g
SymmetricTop Excited 110  9 13 Ground 111  3  7  15118.226435672      -               8.23623921051027E-7 0.0000 : pP75B2g(111) : Excited v=1 110 74      B2u - Ground v=0 111 75 B2g
SymmetricTop Excited 110  8 13 Ground 111  2  7  15118.226435672      -               8.23623921051027E-7 0.0000 : pP75B1g(111) : Excited v=1 110 74      B1u - Ground v=0 111 75 B1g
SymmetricTop Excited 106 10 29 Ground 107  4 15  15118.214575444      -               8.22366140392031E-7 0.0000 : pP65(107) : Excited v=1 106 64      E1u - Ground v=0 107 65 E1g
SymmetricTop Excited 108 11 26 Ground 109  5 13  15118.220167479      -               8.19412164914473E-7 0.0000 : pP70(109) : Excited v=1 108 69      E2u - Ground v=0 109 70 E2g
SymmetricTop Excited 103  8 16 Ground 104  2  8  15118.201601544      -               8.18826452931943E-7 0.0000 : pP57B1g(104) : Excited v=1 103 56      B1u - Ground v=0 104 57 B1g
SymmetricTop Excited 103  9 16 Ground 104  3  8  15118.201601544      -               8.18826452931943E-7 0.0000 : pP57B2g(104) : Excited v=1 103 56      B2u - Ground v=0 104 57 B2g
SymmetricTop Excited 113 11 22 Ground 114  5 11  15118.230754939      -               8.16790140350817E-7 0.0000 : pP82(114) : Excited v=1 113 81      E2u - Ground v=0 114 82 E2g
SymmetricTop Excited 141 11  3 Ground 142  5  2  15118.219466699      -               8.15350468284272E-7 0.0000 : pP140(142) : Excited v=1 141 139      E2u - Ground v=0 142 140 E2g
SymmetricTop Excited 117 10 18 Ground 118  4  9  15118.234079856      -               8.09256512313101E-7 0.0000 : pP91(118) : Excited v=1 117 90      E1u - Ground v=0 118 91 E1g
SymmetricTop Excited 102  6 17 Ground 103  0  9  15118.193821939      -               8.0839444515492E-7  0.0000 : pP54A1g(103) : Excited v=1 102 53      A1u - Ground v=0 103 54 A1g
SymmetricTop Excited 102  7 17 Ground 103  1  9  15118.193821939      -               8.0839444515492E-7  0.0000 : pP54A2g(103) : Excited v=1 102 53      A2u - Ground v=0 103 54 A2g
SymmetricTop Excited 140  6  2 Ground 141  0  1  15118.219705343      -               8.06983693069633E-7 0.0000 : pP138A1g(141) : Excited v=1 140 137      A1u - Ground v=0 141 138 A1g
SymmetricTop Excited 140  7  2 Ground 141  1  1  15118.219705343      -               8.06983693069633E-7 0.0000 : pP138A2g(141) : Excited v=1 140 137      A2u - Ground v=0 141 138 A2g
SymmetricTop Excited 105 11 31 Ground 106  5 16  15118.206079907      -               8.04504327129135E-7 0.0000 : pP62(106) : Excited v=1 105 61      E2u - Ground v=0 106 62 E2g
SymmetricTop Excited 111 10 24 Ground 112  4 12  15118.223571944      -               8.0292931366876E-7  0.0000 : pP77(112) : Excited v=1 111 76      E1u - Ground v=0 112 77 E1g
SymmetricTop Excited 139 11  3 Ground 140  5  2  15118.220023535      -               7.99635600239856E-7 0.0000 : pP136(140) : Excited v=1 139 135      E2u - Ground v=0 140 136 E2g
SymmetricTop Excited 114  6 11 Ground 115  0  6  15118.228209403      -               7.99460507552337E-7 0.0000 : pP84A1g(115) : Excited v=1 114 83      A1u - Ground v=0 115 84 A1g
