Wavelength          	  Flux
1.727946504912574528e+04 9.990741527266800981e-01
1.727940533383726142e+04 9.971821750947872376e-01
1.727934561896150990e+04 9.977526601406915274e-01
1.727928590449848343e+04 1.001523095544672781e+00
1.727922619044817839e+04 9.993245387923060941e-01
1.727916647681059112e+04 9.971789963095986087e-01
1.727910676358572164e+04 9.996012027796579158e-01
1.727904705077355902e+04 9.995479972593315221e-01
1.727898733837410327e+04 9.988293425736174402e-01
1.727892762638735439e+04 1.001099478694945866e+00
1.727886791481328692e+04 9.999715757481810741e-01
1.727880820365192267e+04 9.996112188558902156e-01
1.727874849290324346e+04 1.000278922738017329e+00
1.727868878256724565e+04 9.982868894271781368e-01
1.727862907264393652e+04 1.000383030093433767e+00
1.727856936313329425e+04 9.987324749187106443e-01
1.727850965403531882e+04 9.971995284949363159e-01
1.727844994535002115e+04 9.962062542932774711e-01
1.727839023707737942e+04 1.003043985432422236e+00
1.727833052921739363e+04 1.001526045432867829e+00
