Sightline,No. of cloud,Width (b),Width error (+/-),Width error (%),Number Density (N),Number Density error (+/-),Number Density (%),Radial Velocity (V),Radial Velocity error (+/-),Radial Velocity error (%),"Initial values (b, N, V)",chisqr,redchi,Comment
HD 40111,3,5.999996988340538,0.0948273120367511,1.5804559939117266,680818962426.0757,74016063199.77614,10.87162186787841,13.343735272900252,0.1071245771342429,0.8028080214675859,"(8, 600000000000.0, 13.207379071865722)",546406281.3178262,739386.0369659353,
,,4.592474950740337,0.1975163077747801,4.300868483625353,156213224375.34973,33044350094.81294,21.15336280071516,21.46867047743804,0.4092110952453575,1.9060849421272157,"(5, 200000000000.0, 20.84491472431943)",,,
,,4.159501000441686,0.2012186127989679,4.837566159440785,160554997614.85715,42038667180.65445,26.183343904060667,6.235431547640244,0.0975432405651811,1.5643382469990494,"(5, 100000000000.0, 5.23543154764598)",,,
HD 41117,3,5.999999999909016,,,1356771772672.6953,,,16.1710368210489,,,"(5, 1300000000000.0, 15.294748973676525)",21897305049.264084,38893969.89212093,
,,5.999999999909012,,,118853329566.78772,,,26.02624041074858,,,"(3, 70000000000.0, 27.02624040276919)",,,
,,5.613374711414207,,,490963026869.8658,,,7.76497334056606,,,"(3, 300000000000.0, 6.7649733406256765)",,,
HD 45314,3,4.203916298574125,0.1110299163820221,2.641106732302948,751781129952.7731,26060013200.440525,3.4664361956089027,13.342534052973578,0.0513734100960309,0.3850348808709361,"(5, 900000000000.0, 13.400754045994937)",22278240.042406265,56116.473658454066,
,,3.4108223867876064,0.0930017475194378,2.7266663863734353,262476297377.25943,8808733669.588037,3.356011097995325,21.26022259214626,0.0174242891180041,0.08195722806985475,"(2, 200000000000.0, 20.26022259219616)",,,
,,5.139605068472048,0.7345657584208992,14.292260760013573,87099398249.76686,19674745268.1234,22.588841787062595,5.527610740838773,5.7283171897129375,103.63098015190029,"(3, 30000000000.0, 4.527610757812055)",,,
HD 49787,3,3.6827797315438464,0.0604935747932034,1.6426063789550638,747705889342.0586,15738224481.123882,2.1048683319818013,27.903851627903943,0.0285406617291436,0.10228215842648349,"(8, 1000000000000.0, 28.90385162739932)",11742038.45479845,15718.926980988555,
,,3.327354274662836,0.0478486634187418,1.4380393390358273,490443621789.9218,13898664694.902224,2.833896512748538,33.72043818181126,0.0659767789015633,0.19565813037729457,"(5, 300000000000.0, 32.94654506363007)",,,
,,4.135437825042712,0.0970563862101931,2.3469434269439335,150942857194.452,2993551179.847956,1.9832347389525804,18.460435696972315,0.0722786295228531,0.3915326306990007,"(1, 50000000000.0, 18.707570929226502)",,,
HD 53975,5,4.467807969247849,0.0162014014199611,0.36262528585552867,621186495524.5092,1433809163.9720402,0.23081782593508884,22.401664397417683,0.0078574913102125,0.03507547997691751,"(5, 800000000000.0, 22.170816190245787)",1581037234.5712306,1884430.5537201795,
,,4.052467158183223,0.0875477553441087,2.1603569363251194,229359630143.9105,4875979350.943122,2.12591001645918,8.412646685164148,0.071775690431381,0.8531879813514421,"(5, 250000000000.0, 8.271630508666851)",,,
,,2.876578006795742,0.0617375533889671,2.1462151640983094,190206182710.74,2485556401.950887,1.306769510079937,33.26280179480421,0.0307430559628957,0.09242473364855841,"(3, 200000000000.0, 33.11301461220167)",,,
,,3.027968994931094,0.3075270433895691,10.156215070378135,37879506525.22327,4650546756.333975,12.277210510219454,1.5648260525695132,0.2166962183442951,13.847942906399746,"(5, 90000000000.0, 2.5648260524329145)",,,
,,1.8245733855633492,0.1689450130223718,9.259425483190904,45863676337.79846,2108998804.5596664,4.598407657132228,39.569836523861206,0.092441777729083,0.2336167794712501,"(2, 30000000000.0, 39.49120782798264)",,,
HD 54239,8,5.0,1.7699270752541518,35.39854150508304,3000000000000.0,907870806179.2686,30.262360205975618,0.0385295666326794,0.4154269794081606,1078.2030936621286,"(5, 3000000000000.0, 0.0385295666326794)",190740661899.9143,205983436.17701328,
,,6.0,5.913384714149439e-11,9.855641190249065e-10,700000000000.0,1226248786726.0195,175.17839810371706,-11.141346340304032,2.373968720791141,21.30773650041974,"(8, 700000000000.0, -11.141346340304032)",,,
,,6.0,6.758224253278007e-11,1.1263707088796678e-09,700000000000.0,1432790044801.68,204.68429211452573,10.267337660530949,2.6943706427757044,26.242154800588995,"(8, 700000000000.0, 10.267337660530949)",,,
,,6.0,3.1651030154973724e-11,5.275171692495621e-10,500000000000.0,801150607499.9396,160.23012149998792,19.735976522692397,6.150618006320436,31.164497987968648,"(8, 500000000000.0, 19.735976522692397)",,,
,,6.0,3.370887195383953e-11,5.618145325639922e-10,500000000000.0,796142058909.371,159.2284117818742,-20.63032599486691,6.04903379531605,29.32107712122982,"(8, 500000000000.0, -20.63032599486691)",,,
,,6.0,1.4410035018775655e-11,2.401672503129276e-10,200000000000.0,51263214576.2944,25.6316072881472,-36.07915782252555,1.2767738971632248,3.5388129164314575,"(8, 200000000000.0, -36.07915782252555)",,,
,,6.0,1.3076164562556856e-11,2.1793607604261429e-10,200000000000.0,42950883211.32176,21.47544160566088,36.18150717794062,1.0717840388995457,2.9622426551456598,"(8, 200000000000.0, 36.18150717794062)",,,
,,1.0,6.1224452166970025,612.2445216697002,100000000000.0,329507288859.76666,329.5072888597667,0.0,0.6465043165297262,,"(1, 100000000000.0, 0.0)",,,
HD 54439,3,3.494678205339855,,,450614738633.0172,,,22.680310985525203,,,"(2, 400000000000.0, 22.45404999823249)",20860617.73352864,26641.91281421282,
,,4.359531786443449,,,246659000046.33527,,,31.963528409304363,,,"(3, 200000000000.0, 31.963528409304363)",,,
,,5.999999981488527,,,56043007740.07683,,,9.28127516342212,,,"(5, 50000000000.0, 8.281275163666875)",,,
HD 54662,3,5.536954281217964,0.169137288765468,3.0546990308228237,389792953632.3703,13570573442.03494,3.481482493609647,23.007222531039652,0.0791911026867995,0.3442010550380894,"(5, 400000000000.0, 22.09420833407312)",146671893.92031047,180853.1367698033,
,,5.654218583229736,0.1027074494332377,1.8164746891438777,229475808038.0368,5135726558.810643,2.2380252640659055,34.401134486820226,0.6305258246816441,1.8328634624628772,"(3, 200000000000.0, 33.40113454356192)",,,
,,4.622419595473792,0.1951136642360993,4.2210288401155065,116231608353.2544,9674474627.115572,8.323445544789017,14.263362961573232,0.2520983403239796,1.7674537274495146,"(1, 50000000000.0, 14.775883678114758)",,,
HD 57061,4,4.074713446531828,0.3043383319367613,7.46895053922865,125774230738.13232,23999368861.598946,19.081308405349525,26.723589640899533,0.3652938440307991,1.3669340419437122,"(5, 200000000000.0, 26.595721661458168)",754683387.607412,909257.093502906,
,,5.999999486619468,0.3916055084178218,6.526759032082201,194216557078.23175,10132393863.998192,5.217059768965421,33.90257985426744,1.2801639199327892,3.776007387743533,"(3, 100000000000.0, 32.902579854286685)",,,
,,3.1295405238703067,0.0885998717263378,2.8310824240986734,126815774959.2444,5238240989.615025,4.1305910020251595,43.27116595358346,0.0711720872780289,0.1644792454965842,"(3, 150000000000.0, 42.72031569490488)",,,
,,5.253709996286894,0.4004640392762593,7.622499901199169,149278882236.47876,25163747628.59251,16.85687034334139,20.648636444053924,0.6332046974794593,3.0665690647180712,"(5, 100000000000.0, 19.64863646946018)",,,
HD 61827,4,5.999999999909013,2072.1117469914147,34535.195783713956,1705778639664.0254,17779368091.769436,1.0423021884757162,39.63682653349949,0.0620558115322,0.1565609988472535,"(5, 1500000000000.0, 38.80669713765502)",167353002.02790773,391011.68698109285,
,,5.999999999908999,1599.5645726451182,26659.40954448964,823076571271.9207,25496809596.407085,3.0977445460519224,30.295745459429597,0.1178092326009532,0.38886395041414934,"(5, 800000000000.0, 29.35637252767161)",,,
,,5.786801705330624,0.7435144559647772,12.848452285480501,87513272960.62589,12830404553.849348,14.66109553418488,50.40861243858205,0.0018618738947876,0.003693563073286555,"(3, 50000000000.0, 51.4086124385806)",,,
,,3.2033030363836392,0.1712045467381656,5.344625369301511,178455342290.5456,14206308284.7169,7.960707761602011,22.399471278394245,0.1240023233884868,0.5535948676971458,"(1, 100000000000.0, 23.213645136583903)",,,
HD 63804,2,4.83379237659028,,,2254518982756.214,,,37.08710201907698,,,"(1, 5000000000000.0, 37.4006370394557)",410403385.2195301,855007.0525406877,
,,5.999999999909016,,,258030024102.9848,,,26.964211689704072,,,"(2, 90000000000.0, 25.964211691229263)",,,
HD 66194,4,3.880274872564439,,,454804542522.4055,,,13.094509711339422,,,"(5, 600000000000.0, 13.03559174032704)",1385503099.100722,1827840.5001328788,
,,2.934609393036481,,,20914922094.35464,,,28.161558615633663,,,"(5, 50000000000.0, 29.16155861560129)",,,
,,4.124697222424248,,,29773971460.23459,,,2.763922511796707,,,"(1, 10000000000.0, 1.7639225176074245)",,,
,,2.2371282838278583,,,74533012308.98857,,,20.24605463112678,,,"(5, 100000000000.0, 19.58568580465746)",,,
HD 75309,4,5.554904098526238,0.17558997272299,3.1609901738821287,425377978274.1406,8599905631.991768,2.021709178948009,19.22609521833408,0.0330584137198819,0.17194554247477806,"(8, 500000000000.0, 19.340582095948488)",81326753.50132254,118552.11880659263,
,,5.999733518325211,0.3346572989075786,5.577869381788745,62538780243.48748,4347031039.546215,6.950936718979095,3.7385340062077232,0.3570979833812232,9.551818514644317,"(5, 50000000000.0, 2.7517588823026267)",,,
,,4.401754903876458,0.2690957216002631,6.1133735856869444,49508076001.29128,4209828212.9378552,8.503316131348052,29.676279868370575,0.435839896745148,1.4686473462250662,"(3, 40000000000.0, 30.67627795863268)",,,
,,2.818672194347141,0.3652472699129347,12.958132224294818,37304931035.17455,7395278642.040402,19.82386359344143,11.083804335052672,0.1711967804720045,1.544566967233376,"(3, 60000000000.0, 10.769690102225416)",,,
HD 75860,3,5.663553256407824,0.0385392665217183,0.6804785754970069,1056593266580.5654,7611668194.400104,0.7203971892640972,22.02297451440117,0.0278976876967922,0.1266753847376496,"(5, 1000000000000.0, 21.33145335408356)",30720475.154003024,59883.967161799264,
,,5.603965120752675,0.1590499245973338,2.8381676397010054,215325124146.75983,7136314133.633506,3.3142041189627207,11.259298795362083,0.146238039303561,1.298820130466732,"(2, 100000000000.0, 11.364456406333362)",,,
,,3.549389549520228,0.4788517787972547,13.49110240272109,24709177853.293327,2125762154.1003768,8.603127820446877,35.46835328780072,0.2780119138110707,0.7838309028761491,"(3, 30000000000.0, 36.46834670605728)",,,
HD 79186,4,4.257300178877214,,,458602550967.596,,,12.706709941039325,,,"(5, 600000000000.0, 13.300940596535018)",5806877785.444814,8307407.418375986,
,,5.996533714740838,,,466879588304.5607,,,19.89112230173356,,,"(3, 200000000000.0, 18.89112230175248)",,,
,,5.999999999909016,,,80387120601.60759,,,0.0723902183815983,,,"(5, 50000000000.0, -0.927609460761296)",,,
,,5.999983892943959,,,119349572772.59863,,,25.952979289911607,,,"(5, 300000000000.0, 26.95297928989026)",,,
HD 80558,5,5.9466325571709024,,,1135225171962.7217,,,13.577754875336296,,,"(5, 1000000000000.0, 13.117563575949374)",1090088487.8693125,2256911.9831662783,
,,5.999999999905896,,,156637601603.7865,,,4.902721992736452,,,"(3, 300000000000.0, 5.902721992735297)",,,
,,4.284253039394161,,,168736588619.23657,,,21.254950317245648,,,"(3, 300000000000.0, 22.254950317223663)",,,
,,5.999999999909016,,,45583940375.18601,,,36.24449295031382,,,"(5, 30000000000.0, 37.24449294800467)",,,
,,5.999999999909016,,,95078932394.6462,,,-5.187766588587145,,,"(1, 50000000000.0, -6.020777827183991)",,,
HD 91824,4,5.999999987341878,0.0344102902506428,0.573504838720629,1201388359742.9194,6830140151.355154,0.5685205866999336,9.558126546375725,0.023535800695516,0.24623863872612534,"(5, 1000000000000.0, 10.23794206138172)",2332560196.5206213,2926675.277943063,
,,5.999999999925048,1.4804812915336223,24.674688192535275,653714513685.6637,23232079983.974155,3.55385714981161,-4.392477120408031,0.1154215131477715,2.6277089210438427,"(5, 600000000000.0, -4.255137299801794)",,,
,,3.1164010736495684,0.3004156643467868,9.639826750379555,47940640763.85546,2715357317.398721,5.663998799627951,23.18270714533802,0.1682589806402371,0.725795221349175,"(5, 50000000000.0, 23.00152145404617)",,,
,,5.999999999900726,25.46559675659457,424.426612616932,58544028338.10156,19763880421.398754,33.75900323643436,-14.72179987457929,0.0778263427063961,0.528646927477814,"(5, 50000000000.0, -15.721799874248925)",,,
HD 93205,5,5.447911488509448,0.0730934313810898,1.3416780271716235,1153890932861.4934,15318878323.822634,1.3275845998576217,7.832921982576805,0.028697175367031,0.36636615851483895,"(5, 1000000000000.0, 7.602836285038224)",1162579579.0160484,1179086.7941339232,
,,5.0361167072671735,0.0588320223320518,1.1682021238140992,991461206702.5532,11063196828.093674,1.1158476754615703,-3.1979420998653385,0.0327351076791264,1.023630405331755,"(5, 1000000000000.0, -3.654322196697025)",,,
,,3.131426052259888,0.1428169220354629,4.560763040608759,121241401748.00237,3718075370.196034,3.0666713817149467,-14.010786284494753,0.0857179549782834,0.6117997465505877,"(5, 200000000000.0, -13.283379245093988)",,,
,,4.817374474782135,0.1050005118191537,2.179621127002013,172271098977.13425,2657602633.28704,1.5426862944897026,-33.39422937124613,0.0670158430819947,0.20068090907855546,"(5, 200000000000.0, -33.07644095573475)",,,
,,5.999999996084696,0.3707452422761347,6.179087375301079,90244125696.66634,8687901195.180744,9.627109939967738,19.813477557090067,4.843107351288968,24.443499821443044,"(5, 200000000000.0, 18.81347758293618)",,,
HD 93222,5,4.896826029029843,0.0268985064439219,0.5493049229125058,1274861976736.1875,5724779699.54183,0.44905094072991425,-5.09417642852293,0.0172950349990693,0.33950600733481157,"(3, 900000000000.0, -4.822638474255627)",23348306.98803558,49258.03162032823,
,,5.21583129441738,0.0981168479677835,1.8811353824422992,1097910603672.1068,19635462370.93965,1.788439086503606,7.712200406174665,0.0611196488823658,0.7925059731776577,"(5, 1000000000000.0, 8.290653387371918)",,,
,,1.08269673656634,0.2071955112289488,19.136984922116586,145110674859.70407,12271215382.525816,8.456452562425111,2.440634678571789,0.042535298000541,1.742796591968111,"(5, 500000000000.0, 1.794168409339974)",,,
,,5.627199019639139,0.1800786269474413,3.2001467571870132,232545626616.5002,5858993642.637113,2.519502829567034,21.486038699304217,0.3532406628785587,1.644047410609931,"(3, 200000000000.0, 22.48603869281784)",,,
,,5.150936223882125,0.1152975005917041,2.2383795019074686,217195044458.6894,3419429629.262322,1.574358953623686,-21.46574461153517,2.267308660209144,10.562450551986663,"(3, 200000000000.0, -22.46574461148991)",,,
HD 93843,5,5.986377850740216,1.0206038037788865,17.048770211734777,214699259100.4382,14817158918.24229,6.901355403052739,-21.623804795401877,0.4511086359574592,2.0861667973130413,"(8, 200000000000.0, -20.623804796257797)",185538476.5493597,220879.13874923775,
,,5.154252978359319,0.2529330071536794,4.907268002087705,899934523607.1841,88969382499.0995,9.886206181143695,-4.048797902749332,0.2313707671901129,5.714554609727515,"(5, 900000000000.0, -3.691798797157056)",,,
,,5.922166299963716,0.1670068226174947,2.8200292622400336,909394506040.4023,29166340207.36924,3.2072263482613836,7.219660910048296,0.0480484415115687,0.6655221361531685,"(5, 800000000000.0, 6.776161322199067)",,,
,,5.255825773790128,0.2654147449329626,5.049915205647396,150757355354.77625,14465511596.753222,9.595227750388451,17.327156309971464,0.3482228321199128,2.009694065722238,"(5, 200000000000.0, 17.24412144155519)",,,
,,5.163800743316538,0.5614207248587366,10.872238352445697,379804434209.4941,87044925999.48267,22.918354331658506,-11.428319615700223,0.5680717675950132,4.9707374898283065,"(5, 300000000000.0, -12.415098896600346)",,,
HD 94493,4,5.929834596677799,0.0566033971604403,0.9545527153852226,1445645209989.692,12963762605.88191,0.8967457932485625,-7.410831407427279,0.0213126062596087,0.2875872501734258,"(5, 1000000000000.0, -7.562418427649059)",882435043.0468074,1093475.8897729956,
,,5.999999999646089,0.0280537241037099,0.4675620684227442,837657412031.8563,6275192531.643211,0.7491359166060317,8.669802808216316,0.0387480005314236,0.4469305864108278,"(5, 800000000000.0, 8.803376239749426)",,,
,,2.558963514018056,0.1025254479089156,4.006522459084666,152638756287.24536,8187539626.031121,5.363997863441239,1.6993467529973234,0.0439920461993052,2.5887621888653167,"(5, 400000000000.0, 2.0235610571363827)",,,
,,4.537357691367172,0.1355061644306863,2.986455414094901,175715258624.4879,9270435657.110731,5.275828479370767,-17.021109917583235,0.0053306017978625,0.0313175922350155,"(5, 200000000000.0, -18.02110991752989)",,,
HD 99953,6,4.0747338581717605,,,237433712240.3351,,,-33.73595356124015,,,"(5, 300000000000.0, -33.89978071843432)",3939301.5433735205,6676.782276904272,
,,5.023023154685758,,,940477972089.2748,,,-12.803837527616386,,,"(5, 900000000000.0, -11.803837527647593)",,,
,,2.59930869465462,,,272041022984.8654,,,3.0202930497693883,,,"(5, 600000000000.0, 2.02029305120922)",,,
,,4.0920193575163735,,,462676970981.61633,,,10.05589406849204,,,"(2, 300000000000.0, 10.023737070555857)",,,
,,5.161199687784707,,,809434180244.8934,,,-4.255565427521876,,,"(5, 500000000000.0, -5.2555651481785)",,,
,,2.4702488856235734,,,76031806080.3953,,,-22.83260580987547,,,"(5, 100000000000.0, -22.71762482674932)",,,
